year,month,순위,분류,관련 키워드,언급건수
2024,7,1,휴식/힐링,힐링,2479
2024,7,2,레포츠,캠핑,1365
2024,7,3,휴식/힐링,나들이,1233
2024,7,4,기타,투어,856
2024,7,5,레포츠,빠지,853
2024,7,6,레포츠,등산,557
2024,7,7,휴식/힐링,휴양,457
2024,7,8,레포츠,레저,453
2024,7,9,레포츠,낚시,425
2024,7,10,휴식/힐링,피크닉,354
2024,7,11,휴식/힐링,즐길거리,302
2024,7,12,기타,데이트코스,260
2024,7,13,레포츠,글램핑,205
2024,7,14,레포츠,스키,174
2024,7,15,휴식/힐링,불멍,164
2024,7,16,레포츠,산행,146
2024,7,17,기타,해외여행,145
2024,7,18,레포츠,트레킹,140
2024,7,19,휴식/힐링,재충전,114
2024,7,20,휴식/힐링,야영,111
2024,7,21,기타,답사,109
2024,7,22,미식,먹부림,100
2024,7,23,레포츠,차박,96
2024,7,24,휴식/힐링,테라피,92
2024,7,25,레포츠,레포츠,86
2024,7,26,레포츠,카약,76
2024,7,27,레포츠,오토캠핑,71
2024,7,28,휴식/힐링,호캉스,65
2024,7,29,미식,카페투어,61
2024,7,30,레포츠,하이킹,60
2024,7,31,휴식/힐링,드라이브코스,59
2024,7,32,휴식/힐링,물멍,56
2024,7,33,레포츠,클라이밍,49
2024,7,33,레포츠,서핑,49
2024,7,35,레포츠,오프로드,48
2024,7,35,미식,맛집탐방,48
2024,7,37,레포츠,스노클링,47
2024,7,37,기타,일본여행,47
2024,7,39,휴식/힐링,노을뷰,46
2024,7,40,레포츠,캠크닉,45
2024,7,41,레포츠,캠프파이어,44
2024,7,41,레포츠,스쿠버,44
2024,7,43,레포츠,짚라인,43
2024,7,44,레포츠,수상레저,42
2024,7,44,레포츠,트래킹,42
2024,7,44,레포츠,스킨스쿠버,42
2024,7,44,레포츠,프리다이빙,42
2024,7,48,체험,버스투어,40
2024,7,48,레포츠,스노쿨링,40
2024,7,50,레포츠,바다낚시,37
2024,7,51,레포츠,수상스키,35
2024,7,51,레포츠,padi,35
2024,7,51,미식,빵지순례,35
2024,7,51,레포츠,ssi,35
2024,7,55,미식,맛집투어,34
2024,7,55,레포츠,cmas,34
2024,7,55,레포츠,스킨다이빙,34
2024,7,55,레포츠,오픈워터,34
2024,7,59,휴식/힐링,생태관광,30
2024,7,59,레포츠,캠프닉,30
