year,month,동반유형명,언급건수
2024,5,기타가족,24774
2024,5,친구,15530
2024,5,회사동료,11353
2024,5,부모님,10629
2024,5,자녀,6903
2024,5,연인,5346
2024,5,배우자,4393
2024,5,싱글,3362
2024,5,학생,1780
