year,month,동반유형명,언급건수
2024,12,기타가족,18585
2024,12,친구,12986
2024,12,부모님,7386
2024,12,회사동료,7330
2024,12,자녀,6477
2024,12,배우자,3551
2024,12,싱글,3546
2024,12,연인,3302
2024,12,학생,1861
