year,month,동반유형명,언급건수
2024,3,기타가족,22292
2024,3,친구,15357
2024,3,회사동료,13128
2024,3,부모님,9281
2024,3,자녀,7342
2024,3,배우자,4124
2024,3,연인,3963
2024,3,싱글,3742
2024,3,학생,1951
