year,month,동반유형명,언급건수
2024,8,기타가족,18489
2024,8,친구,10163
2024,8,부모님,8189
2024,8,자녀,6715
2024,8,회사동료,6657
2024,8,배우자,3878
2024,8,싱글,3225
2024,8,연인,3067
2024,8,학생,2253
