year,month,순위,분류,관련 키워드,언급건수
2025,8,1,휴식/힐링,힐링,4160
2025,8,2,휴식/힐링,나들이,2034
2025,8,3,레포츠,캠핑,1462
2025,8,4,레포츠,빠지,1099
2025,8,5,기타,투어,801
2025,8,6,휴식/힐링,피크닉,599
2025,8,7,레포츠,등산,475
2025,8,8,레포츠,글램핑,296
2025,8,9,기타,데이트코스,294
2025,8,10,레포츠,낚시,267
2025,8,11,휴식/힐링,야영,216
2025,8,12,휴식/힐링,재충전,214
2025,8,13,휴식/힐링,불멍,208
2025,8,14,기타,걷기여행,180
2025,8,15,휴식/힐링,휴양,171
2025,8,16,레포츠,레저,130
2025,8,17,휴식/힐링,즐길거리,128
2025,8,18,체험,생태체험,126
2025,8,19,레포츠,산행,125
2025,8,20,레포츠,트레킹,122
2025,8,21,미식,카페투어,118
2025,8,22,미식,맛집탐방,116
2025,8,23,기타,답사,108
2025,8,24,휴식/힐링,테라피,97
2025,8,25,레포츠,캠프파이어,96
2025,8,26,기타,해외여행,92
2025,8,27,레포츠,스키,78
2025,8,28,레포츠,차박,72
2025,8,29,휴식/힐링,힐링여행,64
2025,8,30,레포츠,게이트볼,63
2025,8,31,레포츠,오토캠핑,60
2025,8,31,미식,먹부림,60
2025,8,33,레포츠,카약,56
2025,8,34,레포츠,짚라인,52
2025,8,35,휴식/힐링,호캉스,49
2025,8,36,레포츠,서핑,46
2025,8,36,휴식/힐링,드라이브코스,46
2025,8,38,레포츠,캠크닉,45
2025,8,39,레포츠,오프로드,44
2025,8,39,레포츠,클라이밍,44
2025,8,41,레포츠,하이킹,43
2025,8,42,미식,빵지순례,38
2025,8,43,체험,동물체험,37
2025,8,43,휴식/힐링,물멍,37
2025,8,45,레포츠,트래킹,34
2025,8,46,휴식/힐링,생태관광,31
2025,8,47,레포츠,캠프닉,29
2025,8,48,기타,일본여행,28
2025,8,48,체험,농촌체험,28
2025,8,50,레포츠,프리다이빙,26
2025,8,50,휴식/힐링,가을여행,26
2025,8,50,휴식/힐링,신혼여행,26
2025,8,53,레포츠,수상레저,24
2025,8,54,기타,추억여행,23
2025,8,55,레포츠,바나나보트,22
2025,8,56,레포츠,스노쿨링,21
2025,8,56,미식,고기파티,21
2025,8,58,기타,스탬프투어,20
2025,8,58,체험,역사체험,20
2025,8,60,미식,맛집투어,19
2025,8,61,기타,유럽여행,18
2025,8,61,레포츠,스노클링,18
2025,8,61,휴식/힐링,감성여행,18
2025,8,64,레포츠,레포츠,16
2025,8,64,휴식/힐링,북캉스,16
2025,8,64,휴식/힐링,촌캉스,16
2025,8,67,기타,부산여행,15
2025,8,67,기타,역사여행,15
2025,8,67,체험,vr체험,15
2025,8,67,체험,시티투어,15
2025,8,71,레포츠,스쿠버,14
2025,8,71,체험,갯벌체험,14
2025,8,71,체험,쿠킹클래스,14
2025,8,74,레포츠,수상자전거,13
2025,8,74,미식,식도락여행,13
2025,8,74,체험,요리체험,13
2025,8,74,체험,템플스테이,13
2025,8,74,휴식/힐링,워케이션,13
2025,8,79,레포츠,캠핑족,12
2025,8,79,휴식/힐링,일광욕,12
2025,8,81,체험,미술체험,11
2025,8,81,휴식/힐링,근교여행,11
2025,8,83,레포츠,padi,10
2025,8,83,레포츠,골프여행,10
2025,8,83,레포츠,산악오토바이,10
2025,8,83,레포츠,오프로드라이딩,10
2025,8,83,레포츠,패러글라이딩,10
2025,8,83,체험,승마체험,10
2025,8,83,체험,오프로드체험,10
2025,8,90,기타,제주여행,9
2025,8,90,레포츠,수상스키,9
2025,8,90,레포츠,스쿠버다이빙,9
2025,8,90,레포츠,아쿠아로빅,9
2025,8,90,레포츠,암벽등반,9
2025,8,90,휴식/힐링,집콕생활,9
2025,8,96,기타,세계여행,8
2025,8,96,레포츠,래프팅,8
2025,8,96,미식,바베큐파티,8
2025,8,96,체험,악기체험,8
2025,8,96,체험,한복체험,8
2025,8,96,체험,한옥스테이,8
2025,8,96,휴식/힐링,단풍놀이,8
2025,8,103,레포츠,백패킹,7
2025,8,103,체험,농장체험,7
2025,8,105,기타,기차여행,6
2025,8,105,레포츠,민물낚시,6
2025,8,105,레포츠,번지점프,6
2025,8,105,레포츠,스쿼시,6
2025,8,105,체험,공예체험,6
2025,8,105,체험,먹이주기체험,6
2025,8,105,체험,수학여행,6
2025,8,105,체험,숲체험,6
2025,8,105,휴식/힐링,노을뷰,6
2025,8,114,기타,자유여행,5
2025,8,114,기타,패키지여행,5
2025,8,114,레포츠,감성캠핑,5
2025,8,114,레포츠,스킨스쿠버,5
2025,8,114,레포츠,웨이크보드,5
2025,8,114,레포츠,카라반캠핑,5
2025,8,114,레포츠,패들보드,5
2025,8,114,체험,곤충체험,5
2025,8,114,휴식/힐링,허니문,5
2025,8,123,기타,미국여행,4
2025,8,123,기타,세계일주,4
2025,8,123,기타,테마여행,4
2025,8,123,레포츠,ssi,4
2025,8,123,레포츠,레저스포츠,4
2025,8,123,레포츠,오픈워터,4
2025,8,123,레포츠,패들보트,4
2025,8,123,미식,먹킷리스트,4
2025,8,123,체험,놀이체험,4
2025,8,123,체험,도자기체험,4
2025,8,123,체험,물레체험,4
2025,8,123,체험,수확체험,4
2025,8,123,체험,어촌체험,4
2025,8,123,체험,카트체험,4
2025,8,123,휴식/힐링,숲캉스,4
2025,8,123,휴식/힐링,우정여행,4
2025,8,123,휴식/힐링,즉흥여행,4
2025,8,123,휴식/힐링,혼놀,4
2025,8,123,휴식/힐링,홈캉스,4
2025,8,142,기타,도보여행,3
2025,8,142,기타,배낭여행,3
2025,8,142,기타,중국여행,3
2025,8,142,레포츠,cmas,3
2025,8,142,레포츠,노지캠핑,3
2025,8,142,레포츠,스킨다이빙,3
2025,8,142,레포츠,애슬레저,3
2025,8,142,레포츠,해양레저,3
2025,8,142,체험,다도체험,3
2025,8,142,체험,닥터피쉬체험,3
2025,8,142,체험,동물먹이체험,3
2025,8,142,체험,목공체험,3
2025,8,142,체험,향수만들기,3
2025,8,142,휴식/힐링,농촌여행,3
2025,8,142,휴식/힐링,태교여행,3
2025,8,157,기타,데이트스냅,2
2025,8,157,기타,동남아여행,2
2025,8,157,기타,야외취침,2
2025,8,157,기타,자전거여행,2
2025,8,157,기타,자전거투어,2
2025,8,157,레포츠,바다낚시,2
2025,8,157,레포츠,스노우보드,2
2025,8,157,레포츠,스케이트보드,2
2025,8,157,레포츠,제트보트,2
2025,8,157,미식,먹방여행,2
2025,8,157,미식,빵투어,2
2025,8,157,미식,삼겹살파티,2
2025,8,157,미식,애프터눈티,2
2025,8,157,미식,와이너리투어,2
2025,8,157,체험,공방체험,2
2025,8,157,체험,낚시체험,2
2025,8,157,체험,동물먹이주기체험,2
2025,8,157,체험,딸기체험,2
2025,8,157,체험,알파카체험,2
2025,8,157,체험,해양체험,2
2025,8,157,휴식/힐링,겨울여행,2
2025,8,157,휴식/힐링,드라이브여행,2
2025,8,157,휴식/힐링,숲멍,2
2025,8,157,휴식/힐링,스테이케이션,2
2025,8,157,휴식/힐링,온천여행,2
2025,8,157,휴식/힐링,하늘멍,2
2025,8,183,기타,도시여행,1
2025,8,183,기타,일본관광,1
2025,8,183,기타,제주도여행,1
2025,8,183,기타,졸업여행,1
2025,8,183,레포츠,naui,1
2025,8,183,레포츠,골캉스,1
2025,8,183,레포츠,골프투어,1
2025,8,183,레포츠,글라이더,1
2025,8,183,레포츠,루어낚시,1
2025,8,183,레포츠,모토캠핑,1
2025,8,183,레포츠,발야구,1
2025,8,183,레포츠,배스낚시,1
2025,8,183,레포츠,버기카,1
2025,8,183,레포츠,블롭점프,1
2025,8,183,레포츠,수상레져,1
2025,8,183,레포츠,수상스포츠,1
2025,8,183,레포츠,써핑,1
2025,8,183,레포츠,제트스키,1
2025,8,183,레포츠,캠핑여행,1
2025,8,183,레포츠,해양스포츠,1
2025,8,183,미식,맥주파티,1
2025,8,183,미식,미식체험,1
2025,8,183,체험,공포체험,1
2025,8,183,체험,교복체험,1
2025,8,183,체험,국궁체험,1
2025,8,183,체험,농사체험,1
2025,8,183,체험,달고나체험,1
2025,8,183,체험,맨발체험,1
2025,8,183,체험,목장체험,1
2025,8,183,체험,버스투어,1
2025,8,183,체험,블루베리체험,1
2025,8,183,체험,서핑체험,1
2025,8,183,체험,야경투어,1
2025,8,183,체험,우주체험,1
2025,8,183,체험,원예체험,1
2025,8,183,체험,전통공예체험,1
2025,8,183,체험,카누체험,1
2025,8,183,체험,카라반체험,1
2025,8,183,체험,카약체험,1
2025,8,183,체험,탁본체험,1
2025,8,183,체험,택시투어,1
2025,8,183,체험,텃밭체험,1
2025,8,183,체험,토끼먹이주기체험,1
2025,8,183,체험,한옥체험,1
2025,8,183,체험,해양레저체험,1
2025,8,183,체험,사격체험,1
2025,8,183,휴식/힐링,낭만여행,1
2025,8,183,휴식/힐링,모캉스,1
2025,8,183,휴식/힐링,산멍,1
2025,8,183,휴식/힐링,석양뷰,1
2025,8,183,휴식/힐링,시골여행,1
2025,8,183,휴식/힐링,요트투어,1
2025,8,183,휴식/힐링,집캉스,1
2025,8,183,휴식/힐링,차크닉,1
2025,8,183,휴식/힐링,카캉스,1
2025,8,183,휴식/힐링,홈캠핑,1
2025,8,183,휴식/힐링,몰캉스,1
