year,month,동반유형명,언급건수
2025,9,기타가족,22649
2025,9,친구,16177
2025,9,부모님,11811
2025,9,회사동료,9827
2025,9,자녀,6749
2025,9,싱글,5211
2025,9,배우자,3482
2025,9,연인,3478
2025,9,학생,1795
