year,month,동반유형명,언급건수
2025,6,기타가족,17515
2025,6,친구,12042
2025,6,부모님,10659
2025,6,회사동료,8399
2025,6,자녀,7470
2025,6,싱글,4418
2025,6,연인,3237
2025,6,배우자,3154
2025,6,학생,2158
