year,month,순위,분류,관련 키워드,언급건수
2025,1,1,기타가족,가족,9464
2025,1,2,친구,친구,6942
2025,1,3,회사동료,직원,4585
2025,1,4,친구,친구들,4236
2025,1,5,부모님,부모,2751
2025,1,6,기타가족,가정,2664
2025,1,7,싱글,혼자,2362
2025,1,8,기타가족,엄마,1876
2025,1,9,부모님,부모님,1851
2025,1,10,배우자,남편,1677
2025,1,11,친구,지인,1620
2025,1,12,연인,연인,1571
2025,1,13,자녀,학생,1512
2025,1,14,회사동료,직원들,1173
2025,1,15,회사동료,대리,1112
2025,1,16,자녀,자녀,1069
2025,1,17,자녀,청소년,1065
2025,1,18,부모님,아빠,915
2025,1,19,연인,커플,870
2025,1,20,배우자,배우자,843
2025,1,21,회사동료,동료,800
2025,1,22,자녀,아들,716
2025,1,23,싱글,혼자서,707
2025,1,24,기타가족,언니,581
2025,1,25,학생,초등학생,580
2025,1,26,기타가족,동생,565
2025,1,27,친구,프렌,561
2025,1,28,자녀,애들,520
2025,1,29,부모님,할머니,506
2025,1,30,기타가족,동서,496
2025,1,31,기타가족,오빠,484
2025,1,32,연인,남자친구,416
2025,1,33,기타가족,이모,388
2025,1,34,배우자,신랑,342
2025,1,35,기타가족,형제,336
2025,1,36,부모님,어머니,330
2025,1,37,배우자,남편이랑,315
2025,1,38,기타가족,자매,303
2025,1,39,부모님,아버지,302
2025,1,39,자녀,미성년자,302
2025,1,41,학생,중학생,300
2025,1,42,학생,대학생,266
2025,1,43,기타가족,장인,262
2025,1,44,부모님,어머님,254
2025,1,45,기타가족,패밀리,253
2025,1,46,배우자,아내,244
2025,1,47,기타가족,조카,229
2025,1,48,배우자,부인,225
2025,1,48,학생,고등학생,225
2025,1,50,싱글,홀로,218
2025,1,51,부모님,할아버지,213
2025,1,52,기타가족,막내,191
2025,1,52,부모님,조부모,191
2025,1,54,자녀,딸,169
2025,1,55,기타가족,친척,164
2025,1,56,연인,여자친구,159
2025,1,57,싱글,싱글,153
2025,1,58,부모님,엄빠,145
2025,1,59,부모님,엄마아빠,144
2025,1,60,기타가족,식구,137
2025,1,61,배우자,와이프,135
2025,1,61,연인,남친,135
2025,1,63,학생,중1,129
2025,1,64,기타가족,누나,126
2025,1,64,학생,중2,126
2025,1,66,기타가족,형,124
2025,1,66,학생,초딩,124
2025,1,68,자녀,자식,120
2025,1,69,부모님,아버님,118
2025,1,70,부모님,할매,116
2025,1,71,기타가족,사촌,111
2025,1,72,기타가족,온가족,108
2025,1,72,배우자,신부,108
2025,1,74,회사동료,차장,105
2025,1,75,회사동료,부장,101
2025,1,76,기타가족,시댁,96
2025,1,76,회사동료,임원,96
2025,1,78,기타가족,효자,89
2025,1,78,친구,칭구,89
2025,1,80,학생,고3,83
2025,1,81,부모님,시부,77
2025,1,82,자녀,장남,74
2025,1,83,기타가족,손자,70
2025,1,83,연인,예랑,70
2025,1,85,기타가족,장모,68
2025,1,86,자녀,딸아이,66
2025,1,87,기타가족,고모,65
2025,1,87,기타가족,남매,65
2025,1,87,부모님,아비,65
2025,1,90,기타가족,형님,64
2025,1,91,기타가족,친지,62
2025,1,92,부모님,아부지,61
2025,1,93,기타가족,삼촌,60
2025,1,94,기타가족,남동생,56
2025,1,94,기타가족,이모님,56
2025,1,94,기타가족,태아,56
2025,1,97,기타가족,며느리,55
2025,1,97,기타가족,형부,55
2025,1,99,자녀,우리아이,51
2025,1,100,기타가족,사위,49
2025,1,101,부모님,외할머니,48
2025,1,101,자녀,아드님,48
2025,1,103,기타가족,손주,47
2025,1,104,기타가족,여동생,43
2025,1,105,자녀,따님,42
2025,1,105,학생,고딩,42
2025,1,107,싱글,나혼자,41
2025,1,108,회사동료,사원,40
2025,1,109,자녀,딸래미,39
2025,1,109,학생,고2,39
2025,1,111,싱글,나홀로,38
2025,1,112,부모님,모녀,36
2025,1,112,부모님,시부모,36
2025,1,112,부모님,어무니,36
2025,1,115,부모님,시부모님,35
2025,1,115,부모님,친정엄마,35
2025,1,115,연인,남친이,35
2025,1,115,학생,중3,35
2025,1,119,학생,초3,33
2025,1,120,기타가족,손녀,32
2025,1,120,연인,애인,32
2025,1,122,기타가족,막둥이,31
2025,1,122,자녀,우리딸,31
2025,1,124,친구,동창,30
2025,1,125,부모님,시어머니,29
2025,1,126,부모님,시모,28
2025,1,126,자녀,울애,28
2025,1,126,자녀,워킹맘,28
2025,1,129,배우자,예랑이,27
2025,1,129,연인,여친,27
