year,month,동반유형명,언급건수
2025,3,기타가족,16485
2025,3,친구,12672
2025,3,부모님,10040
2025,3,회사동료,8704
2025,3,자녀,6476
2025,3,싱글,3769
2025,3,배우자,3526
2025,3,연인,3429
2025,3,학생,2225
