year,month,동반유형명,언급건수
2025,7,기타가족,19536
2025,7,친구,13843
2025,7,부모님,10767
2025,7,회사동료,8643
2025,7,자녀,6961
2025,7,싱글,5075
2025,7,연인,3453
2025,7,배우자,3322
2025,7,학생,1993
