year,month,동반유형명,언급건수
2025,4,기타가족,19651
2025,4,친구,13798
2025,4,부모님,11223
2025,4,회사동료,9893
2025,4,자녀,7347
2025,4,싱글,5014
2025,4,연인,3835
2025,4,배우자,3354
2025,4,학생,2339
