year,month,동반유형명,언급건수
2024,4,기타가족,22370
2024,4,친구,14717
2024,4,회사동료,13138
2024,4,부모님,9736
2024,4,자녀,7313
2024,4,배우자,4430
2024,4,연인,4374
2024,4,싱글,3507
2024,4,학생,1954
