year,month,동반유형명,언급건수
2025,1,기타가족,20199
2025,1,친구,13532
2025,1,부모님,8546
2025,1,회사동료,8062
2025,1,자녀,6331
2025,1,배우자,4103
2025,1,싱글,3527
2025,1,연인,3366
2025,1,학생,2103
