year,month,동반유형명,언급건수
2025,5,기타가족,21666
2025,5,친구,13389
2025,5,부모님,12256
2025,5,회사동료,9492
2025,5,자녀,7045
2025,5,싱글,4518
2025,5,연인,3928
2025,5,배우자,3827
2025,5,학생,2226
