year,month,순위,분류,관련 키워드,언급건수
2024,4,1,기타가족,가족,11372
2024,4,2,친구,친구,7771
2024,4,3,회사동료,직원,7455
2024,4,4,친구,친구들,4236
2024,4,5,부모님,부모,2896
2024,4,6,부모님,부모님,2461
2024,4,7,기타가족,엄마,2448
2024,4,8,싱글,혼자,2285
2024,4,9,자녀,학생,2217
2024,4,10,연인,연인,2169
2024,4,11,배우자,남편,2057
2024,4,12,회사동료,직원들,1958
2024,4,13,기타가족,가정,1669
2024,4,14,친구,지인,1590
2024,4,15,자녀,청소년,1412
2024,4,16,회사동료,임원,1320
2024,4,17,회사동료,대리,1195
2024,4,18,부모님,아빠,1127
2024,4,19,연인,커플,881
2024,4,20,자녀,아들,834
2024,4,21,친구,프렌,800
2024,4,22,자녀,자녀,788
2024,4,23,기타가족,언니,787
2024,4,24,기타가족,동생,714
2024,4,25,연인,남자친구,657
2024,4,26,기타가족,오빠,634
2024,4,26,싱글,혼자서,634
2024,4,28,자녀,애들,623
2024,4,29,부모님,어머니,599
2024,4,30,배우자,신랑,548
2024,4,31,부모님,할머니,528
2024,4,32,회사동료,동료,489
2024,4,33,학생,초등학생,486
2024,4,34,회사동료,차장,421
2024,4,35,기타가족,이모,409
2024,4,36,배우자,남편이랑,394
2024,4,37,배우자,아내,383
2024,4,38,학생,대학생,375
2024,4,39,기타가족,장인,336
2024,4,39,싱글,홀로,336
2024,4,41,기타가족,패밀리,313
2024,4,42,부모님,아버지,309
2024,4,43,기타가족,동서,275
2024,4,44,부모님,어머님,268
2024,4,45,기타가족,효자,257
2024,4,46,기타가족,형제,236
2024,4,47,기타가족,자매,234
2024,4,48,자녀,딸,229
2024,4,49,기타가족,식구,220
2024,4,50,배우자,배우자,218
2024,4,51,기타가족,누나,203
2024,4,52,연인,남친,202
2024,4,53,기타가족,조카,195
2024,4,54,기타가족,막내,190
2024,4,55,연인,여자친구,186
2024,4,56,배우자,와이프,181
2024,4,57,배우자,부인,175
2024,4,57,배우자,신부,175
2024,4,59,학생,고등학생,170
2024,4,60,회사동료,부장,169
2024,4,61,기타가족,온가족,160
2024,4,61,부모님,엄빠,160
2024,4,63,부모님,할아버지,159
2024,4,64,학생,중학생,155
2024,4,65,자녀,자식,154
2024,4,66,기타가족,장모,141
2024,4,66,싱글,싱글,141
2024,4,68,학생,초딩,138
2024,4,69,부모님,엄마아빠,137
2024,4,70,부모님,아버님,131
2024,4,71,기타가족,형,126
2024,4,72,학생,중2,105
2024,4,73,기타가족,이모님,104
2024,4,73,기타가족,형님,104
2024,4,75,기타가족,사촌,96
2024,4,76,친구,칭구,95
2024,4,77,친구,동창,94
2024,4,78,학생,고3,93
2024,4,79,자녀,장남,88
2024,4,80,기타가족,손자,86
2024,4,81,기타가족,시댁,84
2024,4,81,기타가족,친척,84
2024,4,83,부모님,친정엄마,78
2024,4,83,자녀,딸아이,78
2024,4,85,기타가족,고모,75
2024,4,86,부모님,아부지,74
2024,4,87,기타가족,남매,70
2024,4,87,학생,중1,70
2024,4,89,부모님,시어머니,69
2024,4,89,연인,남친이,69
2024,4,89,학생,중3,69
2024,4,92,연인,애인,67
2024,4,92,자녀,우리아이,67
2024,4,94,부모님,시부,63
2024,4,95,부모님,외할머니,62
2024,4,96,기타가족,남동생,61
2024,4,97,배우자,서방,60
2024,4,97,부모님,장모님,60
2024,4,97,학생,고2,60
2024,4,100,자녀,아드님,59
2024,4,101,기타가족,삼촌,57
2024,4,102,자녀,딸래미,55
2024,4,103,학생,초3,54
2024,4,104,기타가족,형부,53
2024,4,105,기타가족,며느리,51
2024,4,106,자녀,따님,50
2024,4,107,부모님,시부모,49
2024,4,107,부모님,할매,49
2024,4,107,싱글,나혼자,49
2024,4,110,부모님,시부모님,48
2024,4,110,싱글,나홀로,48
2024,4,110,자녀,미성년자,48
2024,4,113,자녀,워킹맘,47
2024,4,114,부모님,아비,46
2024,4,114,학생,초4,46
2024,4,116,친구,절친,45
2024,4,116,회사동료,사원,45
2024,4,118,기타가족,손녀,44
2024,4,119,부모님,모녀,43
2024,4,119,자녀,우리딸,43
2024,4,119,친구,베프,43
2024,4,119,학생,고딩,43
2024,4,123,기타가족,여동생,41
2024,4,124,연인,여친,40
2024,4,125,부모님,어무니,38
2024,4,125,연인,예랑,38
2024,4,127,기타가족,사위,37
2024,4,128,자녀,딸내미,36
2024,4,128,자녀,큰아이,36
2024,4,130,기타가족,손주,35
2024,4,131,배우자,예랑이,34
2024,4,132,배우자,남펴니,33
