year,month,순위,분류,관련 키워드,언급건수
2024,11,1,기타가족,가족,8499
2024,11,2,친구,친구,5636
2024,11,3,회사동료,직원,4385
2024,11,4,친구,친구들,3122
2024,11,5,부모님,부모,2275
2024,11,6,자녀,학생,2213
2024,11,7,싱글,혼자,2177
2024,11,8,기타가족,엄마,2101
2024,11,9,부모님,부모님,1808
2024,11,10,배우자,남편,1798
2024,11,11,기타가족,가정,1600
2024,11,12,연인,연인,1525
2024,11,13,친구,지인,1229
2024,11,14,회사동료,직원들,1210
2024,11,15,자녀,청소년,1089
2024,11,16,자녀,자녀,1077
2024,11,17,회사동료,대리,971
2024,11,18,부모님,아빠,888
2024,11,19,연인,커플,771
2024,11,20,자녀,아들,702
2024,11,21,기타가족,언니,650
2024,11,22,자녀,애들,567
2024,11,23,기타가족,동생,553
2024,11,24,싱글,혼자서,533
2024,11,25,기타가족,오빠,524
2024,11,26,친구,프렌,484
2024,11,27,연인,남자친구,459
2024,11,28,배우자,배우자,428
2024,11,29,학생,초등학생,419
2024,11,30,기타가족,동서,408
2024,11,31,배우자,신랑,386
2024,11,32,부모님,어머니,385
2024,11,33,회사동료,동료,358
2024,11,34,부모님,아버지,354
2024,11,34,부모님,할머니,354
2024,11,36,기타가족,형제,334
2024,11,36,배우자,남편이랑,334
2024,11,38,학생,대학생,331
2024,11,39,기타가족,이모,329
2024,11,40,배우자,아내,302
2024,11,41,기타가족,자매,294
2024,11,42,부모님,어머님,247
2024,11,43,싱글,홀로,226
2024,11,44,기타가족,패밀리,222
2024,11,45,학생,중학생,220
2024,11,45,기타가족,장인,220
2024,11,47,연인,여자친구,211
2024,11,48,기타가족,막내,208
2024,11,49,자녀,딸,204
2024,11,50,배우자,부인,201
2024,11,51,기타가족,장모,183
2024,11,52,기타가족,조카,178
2024,11,53,싱글,싱글,174
2024,11,54,연인,남친,172
2024,11,55,학생,고등학생,170
2024,11,56,기타가족,식구,155
2024,11,56,기타가족,형,155
2024,11,58,회사동료,부장,150
2024,11,58,기타가족,누나,150
2024,11,60,자녀,자식,147
2024,11,61,부모님,할아버지,142
2024,11,61,배우자,와이프,142
2024,11,61,배우자,신부,142
2024,11,64,부모님,조부모,136
2024,11,65,부모님,엄마아빠,135
2024,11,66,학생,고3,123
2024,11,66,부모님,엄빠,123
2024,11,66,회사동료,임원,123
2024,11,69,학생,초딩,120
2024,11,70,기타가족,효자,110
2024,11,71,친구,칭구,103
2024,11,72,부모님,아버님,87
2024,11,73,학생,중3,86
2024,11,73,기타가족,온가족,86
2024,11,75,기타가족,친척,85
2024,11,76,기타가족,사촌,77
2024,11,77,자녀,딸래미,75
2024,11,78,기타가족,형님,73
2024,11,79,회사동료,사원,72
2024,11,80,기타가족,이모님,69
2024,11,81,자녀,장남,67
2024,11,81,기타가족,손자,67
2024,11,81,학생,중1,67
2024,11,84,부모님,시부,66
2024,11,84,기타가족,시댁,66
2024,11,84,연인,여친,66
2024,11,84,학생,초1,66
2024,11,88,연인,남친이,64
2024,11,89,부모님,아부지,61
2024,11,89,자녀,우리아이,61
2024,11,91,학생,고2,60
