year,month,순위,분류,관련 키워드,언급건수
2024,1,1,기타가족,가족,11586
2024,1,2,친구,친구,8457
2024,1,3,회사동료,직원,8294
2024,1,4,친구,친구들,4495
2024,1,5,싱글,혼자,2630
2024,1,6,부모님,부모,2626
2024,1,7,기타가족,엄마,2423
2024,1,8,연인,연인,2225
2024,1,9,부모님,부모님,2127
2024,1,10,회사동료,직원들,2053
2024,1,11,자녀,학생,1891
2024,1,12,배우자,남편,1817
2024,1,13,친구,지인,1730
2024,1,14,기타가족,가정,1555
2024,1,15,회사동료,대리,1213
2024,1,16,부모님,아빠,1184
2024,1,17,기타가족,언니,1032
2024,1,18,자녀,아들,850
2024,1,19,연인,커플,836
2024,1,20,기타가족,동생,806
2024,1,21,싱글,혼자서,757
2024,1,22,자녀,자녀,751
2024,1,23,연인,남자친구,731
2024,1,24,자녀,애들,658
2024,1,25,친구,프렌,656
2024,1,26,기타가족,오빠,647
2024,1,27,자녀,청소년,646
2024,1,28,회사동료,동료,561
2024,1,29,배우자,신랑,525
2024,1,30,기타가족,이모,519
2024,1,31,부모님,할머니,493
2024,1,32,기타가족,장인,475
2024,1,33,회사동료,차장,434
2024,1,34,부모님,어머니,421
2024,1,34,학생,초등학생,421
2024,1,36,싱글,홀로,406
2024,1,37,기타가족,패밀리,365
2024,1,38,연인,애인,351
2024,1,39,기타가족,동서,344
2024,1,40,부모님,아버지,332
2024,1,41,회사동료,직장동료,324
2024,1,42,배우자,남편이랑,323
2024,1,43,부모님,어머님,277
2024,1,44,학생,고등학생,267
2024,1,45,배우자,아내,257
2024,1,46,기타가족,효자,247
2024,1,47,기타가족,조카,244
2024,1,48,연인,여자친구,242
2024,1,49,연인,남친,224
2024,1,49,부모님,할아버지,224
2024,1,49,자녀,딸,224
2024,1,52,기타가족,식구,219
2024,1,53,기타가족,누나,203
2024,1,54,학생,대학생,189
2024,1,55,기타가족,막내,187
2024,1,56,기타가족,형제,181
2024,1,56,배우자,부인,181
2024,1,58,부모님,엄빠,180
2024,1,59,학생,초딩,171
2024,1,60,기타가족,형,169
2024,1,61,싱글,싱글,166
2024,1,62,부모님,엄마아빠,165
2024,1,63,배우자,배우자,162
2024,1,64,배우자,와이프,160
2024,1,65,학생,중학생,154
2024,1,66,기타가족,온가족,137
2024,1,67,친구,칭구,132
2024,1,68,부모님,아버님,123
2024,1,69,회사동료,부장,115
2024,1,70,회사동료,임원,114
2024,1,71,기타가족,친척,113
2024,1,72,기타가족,사촌,111
2024,1,73,배우자,신부,107
2024,1,74,자녀,자식,106
2024,1,75,기타가족,고모,90
2024,1,76,기타가족,시댁,87
2024,1,77,연인,남친이,85
2024,1,77,부모님,아부지,85
2024,1,79,기타가족,자매,84
2024,1,79,자녀,딸아이,84
2024,1,81,친구,동창,79
2024,1,82,기타가족,삼촌,77
2024,1,83,자녀,장남,76
2024,1,84,기타가족,손자,69
2024,1,85,기타가족,이모님,68
2024,1,86,기타가족,형님,64
2024,1,86,학생,고3,64
2024,1,88,자녀,우리아이,62
2024,1,89,회사동료,사원,61
2024,1,90,부모님,시부,59
2024,1,91,자녀,따님,56
2024,1,92,부모님,친정엄마,55
2024,1,93,자녀,미성년자,54
2024,1,94,자녀,딸래미,53
2024,1,94,싱글,나홀로,53
2024,1,94,학생,고딩,53
2024,1,97,학생,중3,51
2024,1,98,기타가족,남매,50
2024,1,99,자녀,아드님,49
2024,1,100,연인,예랑,48
2024,1,101,기타가족,남동생,47
2024,1,101,기타가족,여동생,47
2024,1,103,기타가족,장모,46
2024,1,103,부모님,아비,46
2024,1,103,싱글,나혼자,46
2024,1,103,자녀,우리딸,46
2024,1,107,자녀,딸내미,45
2024,1,108,부모님,시부모,44
2024,1,108,부모님,모녀,44
2024,1,108,기타가족,형부,44
2024,1,111,기타가족,손주,42
2024,1,111,부모님,시부모님,42
2024,1,111,학생,중1,42
2024,1,111,기타가족,며느리,42
2024,1,111,부모님,울엄마,42
2024,1,116,자녀,큰아이,41
2024,1,116,학생,중2,41
2024,1,116,기타가족,막둥이,41
2024,1,119,부모님,외할머니,40
2024,1,120,기타가족,사촌동생,39
2024,1,120,친구,절친,39
2024,1,122,기타가족,손녀,38
2024,1,122,부모님,할매,38
2024,1,122,연인,여친,38
2024,1,122,자녀,우리애,38
2024,1,122,기타가족,사위,38
2024,1,127,기타가족,친지,37
2024,1,127,배우자,예랑이,37
2024,1,129,학생,초3,36
2024,1,130,학생,중딩,32
2024,1,131,자녀,워킹맘,31
2024,1,132,친구,베프,30
2024,1,132,학생,초2,30
2024,1,132,배우자,서방,30
2024,1,135,부모님,시어머니,28
2024,1,136,학생,고2,27
2024,1,137,자녀,울애,26
2024,1,137,학생,초1,26
2024,1,137,기타가족,태아,26
2024,1,137,자녀,딸램,26
2024,1,141,부모님,조부모,25
2024,1,141,자녀,울애기,25
2024,1,141,부모님,할머님,25
2024,1,144,연인,남치니,24
2024,1,144,배우자,남표니,24
2024,1,144,자녀,큰딸,24
2024,1,144,부모님,어무니,24
2024,1,144,부모님,할무니,24
2024,1,144,부모님,장모님,24
2024,1,144,자녀,우리아들,24
2024,1,151,자녀,우리아이들,22
2024,1,152,자녀,아들램,20
2024,1,153,기타가족,차남,19
2024,1,153,기타가족,이모님들,19
2024,1,153,자녀,아들래미,19
2024,1,156,자녀,외동,18
2024,1,156,회사동료,회사사람,18
2024,1,158,자녀,큰아들,17
2024,1,158,배우자,남편님,17
2024,1,160,배우자,예신,16
2024,1,161,기타가족,처제,15
2024,1,161,자녀,저희아이,15
2024,1,161,친구,룸메,15
2024,1,161,기타가족,친정식구,15
2024,1,161,자녀,장녀,15
2024,1,166,자녀,울아들,14
2024,1,166,자녀,큰애,14
2024,1,166,배우자,남푠,14
2024,1,166,배우자,남펴니,14
2024,1,166,기타가족,친정식구들,14
2024,1,171,기타가족,덩생,13
2024,1,171,자녀,맏아들,13
2024,1,171,부모님,외할아버지,13
2024,1,171,자녀,아들내미,13
2024,1,171,기타가족,사돈,13
2024,1,171,부모님,할부지,13
2024,1,171,기타가족,외삼촌,13
2024,1,178,부모님,시어머님,12
2024,1,178,연인,예비신랑,12
2024,1,178,배우자,마눌,12
2024,1,178,배우자,집사람,12
2024,1,178,자녀,저희딸,12
2024,1,178,기타가족,효녀,12
2024,1,178,자녀,아들녀석,12
2024,1,185,기타가족,손주들,11
2024,1,185,부모님,엄니,11
2024,1,185,기타가족,시누,11
2024,1,185,자녀,둥이들,11
2024,1,185,학생,초6,11
2024,1,185,기타가족,가족모두,11
2024,1,191,자녀,첫째딸,10
2024,1,191,배우자,마누라,10
2024,1,191,부모님,시모,10
2024,1,191,연인,남친님,10
2024,1,195,자녀,우리애들,9
2024,1,195,기타가족,혈육,9
2024,1,195,배우자,저희남편,9
2024,1,195,학생,초4,9
2024,1,195,부모님,증조부,9
2024,1,195,배우자,마눌님,9
2024,1,195,연인,썸남,9
2024,1,195,자녀,첫째아이,9
2024,1,203,학생,초5,8
2024,1,203,회사동료,여직원,8
2024,1,203,기타가족,손자들,8
2024,1,203,학생,고삼,8
2024,1,203,기타가족,새언니,8
2024,1,208,배우자,마님,7
2024,1,208,부모님,친정아빠,7
2024,1,208,연인,예비신부,7
2024,1,208,기타가족,시동생,7
2024,1,208,기타가족,숙부,7
2024,1,213,기타가족,올케,6
2024,1,213,부모님,어무이,6
2024,1,213,자녀,아들딸,6
2024,1,213,배우자,우리신랑,6
2024,1,213,부모님,시아버님,6
2024,1,213,기타가족,시댁식구,6
2024,1,213,기타가족,시댁식구들,6
2024,1,213,자녀,차녀,6
2024,1,213,부모님,시아버지,6
2024,1,213,배우자,와이프님,6
2024,1,213,기타가족,시누이,6
2024,1,213,연인,썸녀,6
2024,1,213,자녀,외동딸,6
2024,1,213,부모님,친정어머니,6
2024,1,227,배우자,저희신랑,5
2024,1,227,배우자,남의편,5
2024,1,227,자녀,울아이,5
2024,1,227,회사동료,회사동료,5
2024,1,227,부모님,할아부지,5
2024,1,227,자녀,저희애,5
2024,1,227,자녀,둘째아이,5
2024,1,227,배우자,주말부부,5
2024,1,235,부모님,할배,4
2024,1,235,자녀,둘째딸,4
2024,1,235,자녀,삼둥이,4
2024,1,235,자녀,맏딸,4
2024,1,235,학생,재수생,4
2024,1,235,배우자,안사람,4
2024,1,235,배우자,애아빠,4
2024,1,235,자녀,울딸,4
2024,1,235,자녀,저희애들,4
2024,1,235,자녀,큰놈,4
2024,1,235,자녀,첫째아들,4
2024,1,235,친구,남사친,4
2024,1,235,친구,여사친,4
2024,1,248,배우자,애엄마,3
2024,1,248,자녀,쌍둥이맘,3
2024,1,248,친구,룸메이트,3
2024,1,248,기타가족,울언니,3
2024,1,248,부모님,할아버님,3
2024,1,248,기타가족,숙모,3
2024,1,248,자녀,울아이들,3
2024,1,248,부모님,장인어른,3
2024,1,248,자녀,손녀딸,3
2024,1,248,부모님,친정아버지,3
2024,1,248,기타가족,외손자,3
2024,1,248,기타가족,육촌,3
2024,1,248,친구,프렌드,3
2024,1,261,배우자,남푠님,2
2024,1,261,기타가족,맏며느리,2
2024,1,261,배우자,새색시,2
2024,1,261,자녀,딸냄,2
2024,1,261,자녀,여식,2
2024,1,261,자녀,작은놈,2
2024,1,261,회사동료,직장상사,2
2024,1,261,회사동료,회사직원,2
2024,1,261,배우자,울신랑,2
2024,1,261,부모님,할마,2
2024,1,261,싱글,독신,2
2024,1,261,자녀,둘째아들,2
2024,1,261,자녀,외아들,2
2024,1,261,싱글,혼행,2
2024,1,261,연인,약혼자,2
2024,1,261,배우자,애기아빠,2
2024,1,261,자녀,직장맘,2
2024,1,261,자녀,초보엄마,2
2024,1,261,부모님,양가부모님,2
2024,1,261,연인,남친몬,2
2024,1,261,기타가족,장손,2
2024,1,261,부모님,외할부지,2
2024,1,261,자녀,저희아들,2
2024,1,261,기타가족,외손녀,2
