year,month,동반유형명,언급건수
2024,1,기타가족,22890
2024,1,친구,15649
2024,1,회사동료,13206
2024,1,부모님,8929
2024,1,자녀,6224
2024,1,연인,4856
2024,1,싱글,4064
2024,1,배우자,3793
2024,1,학생,1644
