year,month,순위,분류,관련 키워드,언급건수
2024,6,1,휴식/힐링,힐링,2817
2024,6,2,레포츠,캠핑,1720
2024,6,3,휴식/힐링,나들이,1670
2024,6,4,레포츠,등산,723
2024,6,5,레포츠,빠지,715
2024,6,6,기타,해외여행,603
2024,6,7,기타,투어,559
2024,6,8,레포츠,스노클링,510
2024,6,9,레포츠,ssi,506
2024,6,9,레포츠,스노쿨링,506
2024,6,9,레포츠,스쿠버,506
2024,6,9,레포츠,프리다이빙,506
2024,6,13,레포츠,스킨스쿠버,504
2024,6,14,레포츠,padi,503
2024,6,14,레포츠,스킨다이빙,503
2024,6,14,레포츠,오픈워터,503
2024,6,17,레포츠,cmas,492
2024,6,18,휴식/힐링,피크닉,465
2024,6,19,기타,데이트코스,391
2024,6,20,레포츠,낚시,267
2024,6,21,휴식/힐링,휴양,246
2024,6,22,휴식/힐링,불멍,232
2024,6,23,레포츠,글램핑,227
2024,6,24,레포츠,레저,226
2024,6,25,레포츠,트레킹,223
2024,6,26,레포츠,스키,211
2024,6,27,레포츠,산행,172
2024,6,28,휴식/힐링,즐길거리,155
2024,6,29,레포츠,오토캠핑,136
2024,6,30,기타,답사,122
2024,6,31,레포츠,차박,121
2024,6,32,휴식/힐링,재충전,106
2024,6,33,미식,맛집탐방,105
2024,6,34,레포츠,카약,97
2024,6,35,레포츠,클라이밍,90
2024,6,35,미식,먹부림,90
2024,6,37,휴식/힐링,테라피,85
2024,6,38,레포츠,하이킹,78
2024,6,39,레포츠,게이트볼,68
2024,6,40,레포츠,레포츠,65
2024,6,41,휴식/힐링,드라이브코스,62
2024,6,42,휴식/힐링,야영,57
2024,6,43,휴식/힐링,신혼여행,56
2024,6,43,휴식/힐링,호캉스,56
2024,6,45,레포츠,서핑,54
2024,6,45,레포츠,캠프파이어,54
2024,6,45,휴식/힐링,물멍,54
2024,6,48,미식,카페투어,53
2024,6,49,휴식/힐링,생태관광,52
2024,6,50,휴식/힐링,북캉스,51
2024,6,51,레포츠,트래킹,45
2024,6,52,미식,빵지순례,42
2024,6,53,레포츠,수상레저,41
2024,6,54,레포츠,짚라인,40
2024,6,55,레포츠,수상자전거,39
2024,6,55,레포츠,오프로드,39
2024,6,57,기타,일본여행,38
2024,6,58,레포츠,백패킹,36
2024,6,58,레포츠,캠크닉,36
2024,6,60,미식,맛집투어,33
2024,6,61,체험,원예체험,31
2024,6,62,기타,도보여행,29
2024,6,63,미식,바베큐파티,27
2024,6,64,레포츠,래프팅,26
2024,6,65,휴식/힐링,노을뷰,25
2024,6,66,기타,추억여행,23
2024,6,66,레포츠,캠프닉,23
