year,month,순위,분류,관련 키워드,언급건수
2025,8,1,기타가족,가족,11186
2025,8,2,친구,친구,8214
2025,8,3,회사동료,직원,5142
2025,8,4,친구,친구들,4118
2025,8,5,싱글,혼자,3321
2025,8,6,부모님,부모,2738
2025,8,7,기타가족,가정,2407
2025,8,8,부모님,엄마,2177
2025,8,9,자녀,학생,2137
2025,8,10,부모님,부모님,2027
2025,8,11,배우자,남편,1922
2025,8,12,회사동료,직원들,1421
2025,8,13,연인,연인,1359
2025,8,14,친구,지인,1183
2025,8,15,자녀,청소년,1023
2025,8,16,자녀,자녀,977
2025,8,17,부모님,아빠,950
2025,8,18,연인,커플,900
2025,8,19,싱글,혼자서,851
2025,8,20,자녀,아들,789
2025,8,21,기타가족,언니,772
2025,8,22,회사동료,대리,627
2025,8,23,부모님,할머니,621
2025,8,24,학생,초등학생,599
2025,8,25,기타가족,동생,593
2025,8,26,자녀,애들,545
2025,8,27,부모님,어머니,485
2025,8,28,기타가족,오빠,461
2025,8,29,회사동료,동료,422
2025,8,30,기타가족,이모,385
2025,8,31,친구,프렌,378
2025,8,32,연인,남자친구,374
2025,8,33,배우자,신랑,333
2025,8,34,기타가족,장인,330
2025,8,35,배우자,남편이랑,317
2025,8,35,자녀,딸,317
2025,8,37,부모님,아버지,292
2025,8,38,기타가족,동서,255
2025,8,39,기타가족,형제,228
2025,8,40,기타가족,조카,223
2025,8,41,학생,고등학생,221
2025,8,42,배우자,아내,204
2025,8,42,싱글,홀로,204
2025,8,44,학생,대학생,195
2025,8,45,부모님,할아버지,192
2025,8,46,학생,중학생,184
2025,8,47,싱글,싱글,178
2025,8,48,부모님,어머님,176
2025,8,49,배우자,부인,174
2025,8,50,기타가족,패밀리,172
2025,8,51,기타가족,누나,169
2025,8,52,부모님,엄빠,161
2025,8,53,배우자,와이프,157
2025,8,54,기타가족,막내,145
2025,8,54,부모님,엄마아빠,145
2025,8,56,부모님,모녀,141
2025,8,57,연인,남친,139
2025,8,58,회사동료,임원,137
2025,8,59,기타가족,식구,136
2025,8,59,학생,초딩,136
2025,8,61,기타가족,자매,131
2025,8,62,배우자,배우자,115
2025,8,63,배우자,신부,109
2025,8,64,자녀,장녀,108
2025,8,65,기타가족,손자,103
2025,8,65,부모님,아버님,103
2025,8,67,기타가족,친척,99
2025,8,67,자녀,장남,99
2025,8,67,친구,칭구,99
2025,8,70,자녀,자식,97
2025,8,71,기타가족,형,94
2025,8,72,회사동료,부장,90
2025,8,73,기타가족,사촌,88
2025,8,74,기타가족,효자,86
2025,8,75,연인,여자친구,83
2025,8,76,기타가족,온가족,82
2025,8,77,부모님,아부지,77
2025,8,77,부모님,할매,77
2025,8,79,부모님,시부,75
2025,8,80,기타가족,남매,74
2025,8,81,기타가족,시댁,73
2025,8,82,기타가족,형님,71
2025,8,83,기타가족,고모,69
2025,8,84,부모님,조부모,66
2025,8,84,자녀,딸아이,66
2025,8,86,기타가족,이모님,59
2025,8,87,기타가족,삼촌,58
2025,8,88,학생,고2,56
2025,8,89,자녀,우리아이,55
2025,8,90,부모님,시부모,53
2025,8,91,기타가족,손주,51
