성/연령,지역명,비율
50대 남성,경기도 고양시 덕양구,11.0
40대 남성,경기도 고양시 덕양구,10.1
30대 남성,경기도 고양시 덕양구,9.5
50대 여성,경기도 고양시 덕양구,9.4
60대 남성,경기도 고양시 덕양구,8.3
20대 남성,경기도 고양시 덕양구,8.2
30대 여성,경기도 고양시 덕양구,7.9
40대 여성,경기도 고양시 덕양구,7.7
20대 여성,경기도 고양시 덕양구,7.3
60대 여성,경기도 고양시 덕양구,6.5
10대 남성,경기도 고양시 덕양구,3.3
10대 여성,경기도 고양시 덕양구,3.3
70대 이상 남성,경기도 고양시 덕양구,3.2
70대 이상 여성,경기도 고양시 덕양구,3.1
10대 미만 여성,경기도 고양시 덕양구,0.7
10대 미만 남성,경기도 고양시 덕양구,0.6
