업종중분류명,지역명,비율
음식,인천광역시 서구,55.1
레저스포츠,인천광역시 서구,13.3
문화관광,인천광역시 서구,12.7
쇼핑,인천광역시 서구,10.9
숙박,인천광역시 서구,4.2
기타관광,인천광역시 서구,2.2
자연관광,인천광역시 서구,1.3
역사관광,인천광역시 서구,0.2
체험관광,인천광역시 서구,0.1
