순위,분류,관련 키워드,언급건수
1,기타가족,가족,4936
2,친구,친구,3824
3,회사동료,직원,3009
4,친구,친구들,1979
5,기타가족,엄마,1712
6,부모님,부모,1479
7,배우자,남편,1334
8,친구,지인,1294
9,기타가족,가정,1197
10,싱글,혼자,1164
11,부모님,부모님,1002
12,자녀,아들,774
13,부모님,아빠,690
14,기타가족,동생,634
15,자녀,자녀,623
16,연인,커플,603
17,부모님,어머니,598
18,회사동료,직원들,589
19,회사동료,대리,542
20,자녀,학생,534
21,배우자,신랑,529
22,부모님,아버지,528
23,기타가족,오빠,504
24,연인,연인,476
25,기타가족,언니,471
26,자녀,애들,470
27,기타가족,조카,424
28,배우자,아내,407
29,자녀,청소년,404
30,부모님,할머니,384
31,자녀,딸,377
32,기타가족,동서,375
33,배우자,배우자,334
34,연인,남자친구,327
35,회사동료,동료,320
36,기타가족,장인,291
37,기타가족,이모,273
38,연인,남친,271
39,기타가족,장모,263
40,배우자,부인,262
41,기타가족,식구,254
42,싱글,혼자서,246
43,회사동료,임원,225
44,회사동료,부장,216
45,기타가족,친척,213
46,자녀,자식,192
47,부모님,시부,190
48,싱글,싱글,183
48,기타가족,형제,183
50,연인,여자친구,156
51,학생,대학생,151
52,부모님,할아버지,149
53,기타가족,패밀리,148
54,친구,프렌,147
55,부모님,어머님,143
56,기타가족,자매,141
57,기타가족,누나,140
58,배우자,남편이랑,137
59,기타가족,효자,133
60,회사동료,직장동료,121
61,싱글,홀로,120
62,학생,초등학생,111
63,기타가족,막내,102
63,배우자,와이프,102
65,기타가족,남동생,97
66,기타가족,사위,94
66,기타가족,이모님,94
68,기타가족,형,90
68,부모님,모녀,90
70,친구,동창,88
71,학생,고등학생,85
72,부모님,친정엄마,81
73,기타가족,손자,79
74,기타가족,사촌,77
75,학생,초딩,71
76,기타가족,손주,70
77,자녀,장남,68
78,싱글,나혼자,67
79,자녀,큰딸,66
80,부모님,엄마아빠,65
81,기타가족,온가족,64
82,부모님,아비,63
83,배우자,신부,62
84,기타가족,남매,59
84,자녀,워킹맘,59
84,부모님,아버님,59
87,기타가족,손주들,57
87,기타가족,여동생,57
89,기타가족,시댁,55
89,기타가족,고모,55
91,기타가족,형님,54
92,싱글,독신,52
93,자녀,딸아이,51
94,자녀,아들딸,49
95,학생,고3,48
96,부모님,시어머니,45
97,자녀,아드님,44
97,연인,남친이,44
97,부모님,친정어머니,44
100,기타가족,사촌동생,43
101,부모님,외할머니,42
102,자녀,미성년자,41
102,친구,칭구,41
102,회사동료,사원,41
102,기타가족,며느리,41
106,학생,고삼,40
106,싱글,나홀로,40
106,연인,여친,40
106,기타가족,형부,40
110,기타가족,태아,39
111,자녀,따님,38
112,친구,베프,37
113,기타가족,삼촌,36
113,부모님,엄빠,36
113,학생,중학생,36
116,자녀,우리아이,35
116,부모님,시부모,35
116,자녀,울아들,35
119,학생,중1,34
119,기타가족,외손자,34
121,부모님,울엄마,33
122,부모님,시부모님,31
123,부모님,장인어른,30
124,배우자,집사람,29
124,배우자,서방,29
126,부모님,시어머님,28
126,배우자,남표니,28
126,자녀,딸램,28
129,부모님,아부지,27
129,연인,예랑,27
129,기타가족,친지,27
132,기타가족,이모님들,26
132,기타가족,친정식구,26
132,기타가족,친정식구들,26
132,부모님,장모님,26
136,학생,중2,25
137,자녀,딸래미,24
138,기타가족,처제,23
138,회사동료,차장,23
140,자녀,아들램,22
141,친구,절친,21
141,자녀,아들래미,21
143,학생,고2,20
143,학생,중3,20
145,기타가족,사돈,19
145,기타가족,시누,19
145,기타가족,차남,19
145,기타가족,시누이,19
149,자녀,외동,18
150,연인,애인,17
150,자녀,딸내미,17
152,회사동료,회사동료,16
152,부모님,어무니,16
152,자녀,장녀,16
152,자녀,큰아이,16
156,배우자,남편님,15
156,연인,예비신부,15
156,기타가족,효녀,15
156,부모님,할머님,15
156,자녀,우리아들,15
156,친구,프렌드,15
162,기타가족,막둥이,14
162,배우자,예랑이,14
162,자녀,큰애,14
162,자녀,저희아들,14
166,기타가족,손녀,13
166,부모님,어무이,13
166,부모님,엄니,13
166,배우자,마눌,13
170,자녀,우리아이들,11
170,부모님,조부모,11
170,배우자,예신,11
170,배우자,마눌님,11
170,기타가족,새언니,11
175,자녀,우리애,10
175,학생,중딩,10
175,자녀,울딸,10
175,연인,남치니,10
179,자녀,딸냄,9
179,자녀,울애,9
179,부모님,할매,9
179,기타가족,가족모두,9
179,배우자,남펴니,9
179,배우자,마누라,9
185,자녀,울애기,8
185,배우자,울신랑,8
185,자녀,큰아들,8
185,자녀,우리딸,8
189,배우자,우리신랑,7
189,배우자,영감님,7
191,자녀,첫째아들,6
191,친구,룸메,6
191,회사동료,회사사람,6
191,부모님,시아버지,6
191,부모님,시아버님,6
191,배우자,애엄마,6
191,자녀,맏아들,6
191,자녀,우리애들,6
191,학생,초1,6
191,부모님,증조부,6
191,연인,남친님,6
202,배우자,저희신랑,5
202,회사동료,여직원,5
202,배우자,남푠,5
202,학생,고딩,5
202,자녀,아들내미,5
202,자녀,저희아이,5
202,기타가족,외삼촌,5
202,학생,재수생,5
202,배우자,주말부부,5
202,연인,여친님,5
212,기타가족,시동생,4
212,기타가족,혈육,4
212,자녀,울아이,4
212,자녀,외동딸,4
212,배우자,새색시,4
212,부모님,친정아빠,4
212,연인,예비신랑,4
212,부모님,시엄마,4
212,싱글,싱글족,4
212,부모님,셤니,4
212,자녀,큰놈,4
212,학생,초6,4
212,부모님,시모,4
212,싱글,혼행,4
212,자녀,첫째딸,4
212,부모님,시엄니,4
212,자녀,아들녀석,4
229,자녀,저희딸,3
229,기타가족,올케,3
229,자녀,둘째아들,3
229,부모님,외할아버지,3
229,연인,남친몬,3
229,학생,초3,3
229,기타가족,시댁식구,3
229,기타가족,시댁식구들,3
229,자녀,둘째딸,3
229,친구,룸메이트,3
229,배우자,저희남편,3
229,부모님,할배,3
229,친구,남사친,3
242,배우자,애아빠,2
242,자녀,직장맘,2
242,부모님,외할머님,2
242,배우자,와이프님,2
242,부모님,할부지,2
242,학생,초5,2
242,자녀,둘째아이,2
242,배우자,남의편,2
242,부모님,할아버님,2
242,배우자,낭군님,2
242,자녀,첫딸,2
242,부모님,양가부모님,2
242,부모님,친정아버지,2
242,기타가족,장손,2
242,연인,보이프렌드,2
242,자녀,저희애,2
242,연인,썸남,2
259,배우자,아자씨,1
259,자녀,맏딸,1
259,자녀,외아들,1
259,회사동료,회사선배,1
259,배우자,아이들엄마,1
259,부모님,시아빠,1
259,친구,남자사람친구,1
259,기타가족,울언니,1
259,부모님,외할배,1
259,자녀,전업맘,1
259,자녀,차녀,1
259,부모님,시압지,1
259,자녀,울아이들,1
259,기타가족,시댁어른,1
259,자녀,저희애들,1
259,학생,초2,1
259,배우자,마님,1
259,부모님,친정아부지,1
259,자녀,첫아이,1
259,회사동료,직장상사,1
259,기타가족,숙부,1
259,부모님,할멈,1
259,자녀,첫아들,1
259,회사동료,회사직원,1
259,부모님,함무니,1
259,자녀,젖먹이,1
259,부모님,할아부지,1
259,학생,초4,1
259,기타가족,사돈댁,1
