기준연월,동반유형명,언급건수
202003,기타가족,13923
202003,친구,7459
202003,부모님,6036
202003,회사동료,5116
202003,자녀,4212
202003,배우자,3396
202003,연인,2008
202003,싱글,1880
202003,학생,678
