업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,81,98,-17.3,16294,12047,35.3
문화관광,2205,1859,18.6,16294,12047,35.3
쇼핑,2134,1550,37.7,16294,12047,35.3
숙박,1236,413,199.3,16294,12047,35.3
역사관광,6,6,0.0,16294,12047,35.3
음식,10565,8055,31.2,16294,12047,35.3
자연관광,35,50,-30.0,16294,12047,35.3
체험관광,32,16,100.0,16294,12047,35.3
