순위,분류,관련 키워드,언급건수
1,휴식/힐링,힐링,597
2,휴식/힐링,나들이,517
3,레포츠,캠핑,357
4,레포츠,빠지,335
5,레포츠,등산,202
6,기타,데이트코스,136
7,기타,투어,100
8,미식,카페투어,84
9,레포츠,낚시,83
10,레포츠,산행,79
11,휴식/힐링,불멍,64
12,기타,답사,60
13,휴식/힐링,휴양,55
14,휴식/힐링,드라이브코스,51
15,레포츠,레저,50
16,레포츠,글램핑,45
17,미식,먹부림,41
18,레포츠,스키,38
19,레포츠,차박,35
20,미식,맛집탐방,32
21,미식,맛집투어,31
22,기타,해외여행,30
23,미식,빵지순례,29
23,휴식/힐링,호캉스,29
25,레포츠,수상레저,28
26,휴식/힐링,생태관광,27
27,휴식/힐링,피크닉,23
27,레포츠,트레킹,23
29,레포츠,트래킹,21
29,휴식/힐링,즐길거리,21
31,미식,먹킷리스트,19
31,미식,먹방여행,19
31,휴식/힐링,북캉스,19
31,휴식/힐링,숲캉스,19
35,휴식/힐링,야영,18
35,휴식/힐링,집콕생활,18
37,레포츠,오토캠핑,17
37,체험,딸기체험,17
39,레포츠,백패킹,16
40,레포츠,카약,15
41,기타,추억여행,14
42,휴식/힐링,물멍,13
42,휴식/힐링,힐링여행,13
42,레포츠,감성캠핑,13
45,휴식/힐링,재충전,12
46,기타,유럽여행,11
47,기타,도보여행,10
48,레포츠,서핑,8
48,레포츠,오프로드,8
48,레포츠,짚라인,8
48,체험,곤충체험,8
48,레포츠,클라이밍,8
53,레포츠,캠핑족,7
53,레포츠,수상자전거,7
53,체험,동물체험,7
56,미식,바베큐파티,6
56,레포츠,레포츠,6
56,미식,고기파티,6
56,체험,동물먹이주기체험,6
60,휴식/힐링,일광욕,5
60,휴식/힐링,노을뷰,5
60,휴식/힐링,테라피,5
60,체험,먹이주기체험,5
60,휴식/힐링,홈캠핑,5
65,휴식/힐링,겨울여행,4
65,레포츠,오프로드라이딩,4
65,체험,승마체험,4
65,휴식/힐링,근교여행,4
65,휴식/힐링,신혼여행,4
65,미식,빵투어,4
65,체험,전통놀이체험,4
65,휴식/힐링,단풍놀이,4
65,레포츠,ssi,4
65,레포츠,캠프파이어,4
65,기타,일본여행,4
65,체험,오프로드체험,4
77,레포츠,프리다이빙,3
77,기타,세계여행,3
77,체험,목공체험,3
77,체험,공예체험,3
77,레포츠,노지캠핑,3
77,레포츠,래프팅,3
77,체험,낚시체험,3
77,레포츠,카라반캠핑,3
77,체험,도자기체험,3
77,기타,테마여행,3
77,기타,스탬프투어,3
77,레포츠,수상레져,3
77,체험,갯벌체험,3
77,체험,물레체험,3
91,기타,미국여행,2
91,기타,배낭여행,2
91,레포츠,번지점프,2
91,레포츠,산악오토바이,2
91,레포츠,암벽등반,2
91,체험,농촌체험,2
91,휴식/힐링,크루즈여행,2
91,휴식/힐링,태교여행,2
91,기타,중국여행,2
91,체험,미술체험,2
91,기타,역사여행,2
91,기타,제주도여행,2
91,체험,쿠킹클래스,2
91,휴식/힐링,감성여행,2
91,기타,걷기여행,2
91,기타,제주여행,2
91,미식,애프터눈티,2
91,체험,템플스테이,2
91,체험,숲체험,2
91,체험,향수만들기,2
91,레포츠,하이킹,2
91,체험,놀이체험,2
91,기타,부산여행,2
91,레포츠,바다낚시,2
91,레포츠,애슬레저,2
91,체험,동물먹이체험,2
91,체험,수확체험,2
91,레포츠,캠핑여행,2
91,레포츠,페러글라이딩,2
120,레포츠,스카이다이빙,1
120,레포츠,스케이트보드,1
120,레포츠,스쿼시,1
120,레포츠,게이트볼,1
120,레포츠,스노쿨링,1
120,레포츠,알빙,1
120,미식,와이너리투어,1
120,체험,한옥체험,1
120,휴식/힐링,숲멍,1
120,레포츠,발야구,1
120,레포츠,배스낚시,1
120,미식,식도락여행,1
120,체험,버스투어,1
120,레포츠,루어낚시,1
120,체험,농장체험,1
120,휴식/힐링,차크닉,1
120,휴식/힐링,우정여행,1
120,체험,커피체험,1
120,체험,생태체험,1
120,휴식/힐링,모캉스,1
120,레포츠,캠프닉,1
120,미식,맥주파티,1
120,레포츠,제트스키,1
120,체험,한복체험,1
120,체험,민속놀이체험,1
120,레포츠,글라이더,1
120,레포츠,레저스포츠,1
120,체험,수학여행,1
120,기타,동남아여행,1
120,기타,패키지여행,1
120,체험,악기체험,1
120,휴식/힐링,봄여행,1
120,체험,공포체험,1
120,체험,닥터피쉬체험,1
120,체험,시티투어,1
120,체험,vr체험,1
120,체험,도예체험,1
120,기타,자전거투어,1
120,레포츠,서바이벌게임,1
120,체험,공방체험,1
120,체험,말먹이주기체험,1
120,체험,옛날놀이체험,1
120,휴식/힐링,몰캉스,1
120,레포츠,padi,1
120,레포츠,스쿠버,1
120,휴식/힐링,홈캉스,1
