순위,광역지자체명,기초지자체명,관광지명,기준연월,입장객수,입장객 수 총계
1,경기도,파주시,헤이리예술마을,202010,400,400.0
2,경기도,파주시,제3땅굴,202010,337,337.0
3,경기도,파주시,통일전망대,202010,75,75.0
4,경기도,파주시,벽초지수목원,202010,54,54.0
5,경기도,파주시,황포돛배,202010,45,45.0
6,경기도,파주시,우농타조농장,202010,40,40.0
7,경기도,파주시,파주삼릉,202010,5,5.0
