업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,1174935.0
쇼핑업,레저용품쇼핑,14279.0
쇼핑업,기타관광쇼핑,402099.0
숙박업,호텔,13123.0
숙박업,기타숙박,98510.0
식음료업,일반외식업,169595.0
식음료업,제과음료업,34553.0
여가서비스업,관광유원시설,1269.0
여가서비스업,골프장,11914.0
여가서비스업,기타레저,14713.0
여가서비스업,문화서비스,1801.0
여행업,여행업,1540.0
운송업,육상운송,27467.0
운송업,렌터카,1100.0
의료웰니스업,의료관광,22868.0
의료웰니스업,뷰티,107828.0
