유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,66.1,9.3
음식,외국식,66.1,8.4
음식,한식,66.1,32.3
음식,카페/찻집,66.1,30.2
음식,전문음식,66.1,19.6
음식,음식점기타,66.1,0.2
문화관광,공연시설,12.1,39.7
문화관광,기타문화관광지,12.1,7.4
문화관광,도시공원,12.1,28.2
문화관광,랜드마크관광,12.1,2.2
문화관광,레저스포츠시설,12.1,2.5
문화관광,복합관광시설,12.1,3.4
문화관광,전시시설,12.1,8.0
문화관광,테마공원,12.1,8.7
기타관광,기타관광,8.3,100.0
레저스포츠,기타레저스포츠,6.2,1.0
레저스포츠,육상레저스포츠,6.2,92.0
레저스포츠,수상레저스포츠,6.2,6.9
숙박,캠핑,3.5,31.9
숙박,호텔,3.5,42.9
숙박,펜션/민박,3.5,0.1
숙박,콘도미니엄,3.5,1.1
숙박,모텔,3.5,23.9
숙박,기타숙박,3.5,0.1
역사관광,역사유물,1.3,2.4
역사관광,역사유적지,1.3,21.1
역사관광,종교성지,1.3,76.5
자연관광,자연경관(산),1.1,65.4
자연관광,자연경관(하천/해양),1.1,4.5
자연관광,자연공원,1.1,30.1
쇼핑,시장,0.9,40.4
쇼핑,쇼핑몰,0.9,28.7
쇼핑,기타쇼핑시설,0.9,30.8
체험관광,농/산/어촌체험,0.5,84.8
체험관광,웰니스관광,0.5,15.2
