업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,184,130,41.5,21775,17229,26.4
레저스포츠,326,232,40.5,21775,17229,26.4
문화관광,2930,1723,70.1,21775,17229,26.4
쇼핑,216,1798,-88.0,21775,17229,26.4
숙박,1121,679,65.1,21775,17229,26.4
역사관광,76,66,15.2,21775,17229,26.4
음식,16905,12579,34.4,21775,17229,26.4
자연관광,10,13,-23.1,21775,17229,26.4
체험관광,7,9,-22.2,21775,17229,26.4
