업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,2954,3580,-17.5,35597,34418,3.4
레저스포츠,2208,2290,-3.6,35597,34418,3.4
문화관광,4319,3441,25.5,35597,34418,3.4
쇼핑,334,5329,-93.7,35597,34418,3.4
숙박,1232,940,31.1,35597,34418,3.4
역사관광,459,534,-14.0,35597,34418,3.4
음식,23541,17711,32.9,35597,34418,3.4
자연관광,379,477,-20.5,35597,34418,3.4
체험관광,171,116,47.4,35597,34418,3.4
