업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,3856,5005,-23.0,26363,27897,-5.5
레저스포츠,3876,3480,11.4,26363,27897,-5.5
문화관광,2694,2622,2.7,26363,27897,-5.5
쇼핑,255,4592,-94.4,26363,27897,-5.5
숙박,1106,823,34.4,26363,27897,-5.5
역사관광,760,831,-8.5,26363,27897,-5.5
음식,13215,9788,35.0,26363,27897,-5.5
자연관광,456,643,-29.1,26363,27897,-5.5
체험관광,145,113,28.3,26363,27897,-5.5
