업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
레저스포츠,140,81,72.8,21091,16294,29.4
문화관광,3966,2205,79.9,21091,16294,29.4
쇼핑,1709,2134,-19.9,21091,16294,29.4
숙박,1318,1236,6.6,21091,16294,29.4
역사관광,5,6,-16.7,21091,16294,29.4
음식,13877,10565,31.3,21091,16294,29.4
자연관광,53,35,51.4,21091,16294,29.4
체험관광,23,32,-28.1,21091,16294,29.4
