업종중분류명,업체명,방문자수,순위
음식,스타벅스/파주야당DT점,38.0,1
음식,말똥도넛디저트타운/파주점,36.0,2
음식,앤드테라스/파주점,30.0,3
음식,곤트란쉐리에/파주점,27.0,4
음식,더티트렁크,23.0,5
음식,내사랑동까스,19.0,6
음식,뮌스터담,18.0,7
음식,훈장골/파주점,16.0,8
음식,키누카누/파주야당점,14.0,9
음식,브런치빈/운정점,14.0,10
쇼핑,롯데프리미엄아울렛/파주점,334.0,1
쇼핑,신세계프리미엄아울렛/파주점,246.0,2
쇼핑,이마트/파주운정점,126.0,3
쇼핑,홈플러스/파주운정점,72.0,4
쇼핑,이마트/파주점,17.0,5
쇼핑,운정가구타운,14.0,6
쇼핑,홈플러스/파주문산점,5.0,7
쇼핑,대하마트,1.0,8
쇼핑,이채쇼핑몰,1.0,9
쇼핑,파주파비뇽아울렛,1.0,10
문화관광,운정호수공원,32.0,1
문화관광,메가박스/파주운정,23.0,2
문화관광,CGV/파주야당,17.0,3
문화관광,롯데시네마/파주운정,14.0,4
문화관광,평화누리,10.0,5
문화관광,콰트로박스,9.0,6
문화관광,탄현체육공원,8.0,7
문화관광,퍼스트가든,7.0,8
문화관광,에이스볼파크야구장,6.0,9
문화관광,운정건강공원,5.0,10
