업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,87,73,19.2,14994,18616,-19.5
레저스포츠,883,829,6.5,14994,18616,-19.5
문화관광,1794,1296,38.4,14994,18616,-19.5
쇼핑,276,7455,-96.3,14994,18616,-19.5
숙박,422,284,48.6,14994,18616,-19.5
역사관광,495,408,21.3,14994,18616,-19.5
음식,10992,8208,33.9,14994,18616,-19.5
자연관광,4,3,33.3,14994,18616,-19.5
체험관광,41,60,-31.7,14994,18616,-19.5
