업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,49.3,2.6
쇼핑업,기타관광쇼핑,49.3,25.4
쇼핑업,대형쇼핑몰,49.3,72.0
숙박업,호텔,0.7,5.7
숙박업,캠핑장/펜션,0.7,7.2
숙박업,기타숙박,0.7,87.1
식음료업,일반외식업,26.4,81.8
식음료업,제과음료업,26.4,18.2
여가서비스업,관광유원시설,11.1,3.4
여가서비스업,골프장,11.1,79.6
여가서비스업,기타레저,11.1,14.0
여가서비스업,문화서비스,11.1,3.0
여행업,여행업,0.0,100.0
운송업,육상운송,11.6,100.0
의료웰니스업,의료관광,0.9,13.2
의료웰니스업,뷰티,0.9,86.8
