업종중분류명,지역명,비율
음식,경기도 파주시,36.3
쇼핑,경기도 파주시,23.6
기타관광,경기도 파주시,19.6
문화관광,경기도 파주시,9.4
레저스포츠,경기도 파주시,4.4
숙박,경기도 파주시,3.4
역사관광,경기도 파주시,2.1
자연관광,경기도 파주시,0.8
체험관광,경기도 파주시,0.4
