지표 코드,지표명,지표 순위값,지역명
1,방문자유입,66,의정부시
2,숙박방문자 비율,53,의정부시
3,체류시간,89,의정부시
4,목적지 검색량,62,의정부시
5,관광소비,52,의정부시
1,방문자유입,58,파주시
2,숙박방문자 비율,60,파주시
3,체류시간,131,파주시
4,목적지 검색량,13,파주시
5,관광소비,36,파주시
1,방문자유입,60,김포시
2,숙박방문자 비율,68,김포시
3,체류시간,110,김포시
4,목적지 검색량,25,김포시
5,관광소비,31,김포시
1,방문자유입,68,김해시
2,숙박방문자 비율,39,김해시
3,체류시간,61,김해시
4,목적지 검색량,46,김해시
5,관광소비,51,김해시
