업종중분류명,지역명,비율
음식,경상남도 김해시,41.5
쇼핑,경상남도 김해시,25.6
문화관광,경상남도 김해시,13.7
기타관광,경상남도 김해시,6.0
숙박,경상남도 김해시,4.7
레저스포츠,경상남도 김해시,4.3
역사관광,경상남도 김해시,2.8
체험관광,경상남도 김해시,1.0
자연관광,경상남도 김해시,0.6
