업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,371208.0
쇼핑업,레저용품쇼핑,4137.0
쇼핑업,기타관광쇼핑,140604.0
숙박업,캠핑장/펜션,40.0
숙박업,기타숙박,14380.0
식음료업,일반외식업,60803.0
식음료업,제과음료업,21384.0
여가서비스업,관광유원시설,422.0
여가서비스업,골프장,22765.0
여가서비스업,기타레저,4547.0
여가서비스업,문화서비스,1214.0
운송업,육상운송,8163.0
의료웰니스업,의료관광,6346.0
의료웰니스업,뷰티,5160.0
