기준연월,업종대분류명,소비액(천원)
202203,전체,1591340.0
202203,숙박업,179335.0
202203,여행업,1035.0
202203,운송업,7521.0
202203,쇼핑업,388279.0
202203,여가서비스업,1015171.0
