기준연월,목적지 유형,목적지 검색량
202012,전체,360910
202012,숙박,19716
202012,음식,112152
202012,기타관광,72000
202012,쇼핑,80202
202012,자연관광,4040
202012,문화관광,42080
202012,역사관광,6831
202012,체험관광,879
202012,레저스포츠,23010
