업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
쇼핑업,레저용품쇼핑,54.7,1.9
쇼핑업,기타관광쇼핑,54.7,31.2
쇼핑업,대형쇼핑몰,54.7,67.0
숙박업,호텔,0.7,7.8
숙박업,캠핑장/펜션,0.7,4.0
숙박업,기타숙박,0.7,88.2
식음료업,일반외식업,22.0,83.4
식음료업,제과음료업,22.0,16.6
여가서비스업,관광유원시설,10.4,2.8
여가서비스업,골프장,10.4,85.6
여가서비스업,기타레저,10.4,6.7
여가서비스업,문화서비스,10.4,4.9
여행업,여행업,0.2,100.0
운송업,렌터카,11.2,0.1
운송업,육상운송,11.2,99.9
의료웰니스업,의료관광,0.9,15.6
의료웰니스업,뷰티,0.9,84.4
