기준연월,업종대분류명,소비액(천원)
202201,전체,1.00411021E8
202201,숙박업,585438.0
202201,여행업,4482.0
202201,운송업,1.4447036E7
202201,쇼핑업,5.354414E7
202201,여가서비스업,3626561.0
202201,의료웰니스업,1149697.0
202201,식음료업,2.7053666E7
