기준연월,업종대분류명,소비액(천원)
202211,전체,1.17106917E8
202211,숙박업,708627.0
202211,여행업,11158.0
202211,운송업,1.6102853E7
202211,쇼핑업,5.5728697E7
202211,여가서비스업,1.0704146E7
202211,의료웰니스업,1328530.0
202211,식음료업,3.2522906E7
