업종대분류명,업종중분류명,중분류 소비액(천원)
쇼핑업,대형쇼핑몰,1072851.0
쇼핑업,레저용품쇼핑,18457.0
쇼핑업,기타관광쇼핑,298129.0
숙박업,호텔,17157.0
숙박업,캠핑장/펜션,310.0
숙박업,기타숙박,118269.0
식음료업,일반외식업,193575.0
식음료업,제과음료업,32832.0
여가서비스업,관광유원시설,975.0
여가서비스업,골프장,24696.0
여가서비스업,기타레저,11886.0
여가서비스업,문화서비스,1247.0
운송업,육상운송,19081.0
운송업,렌터카,0.0
의료웰니스업,의료관광,30422.0
의료웰니스업,뷰티,141523.0
