업종중분류명,지역명,비율
음식,대구광역시 동구,31.1
쇼핑,대구광역시 동구,25.9
기타관광,대구광역시 동구,25.8
문화관광,대구광역시 동구,7.8
숙박,대구광역시 동구,3.6
역사관광,대구광역시 동구,3.5
레저스포츠,대구광역시 동구,1.0
자연관광,대구광역시 동구,0.9
체험관광,대구광역시 동구,0.5
