업종중분류명,지역명,비율
음식,경기도 파주시,44.4
쇼핑,경기도 파주시,18.2
기타관광,경기도 파주시,14.6
문화관광,경기도 파주시,9.6
레저스포츠,경기도 파주시,5.8
숙박,경기도 파주시,4.7
역사관광,경기도 파주시,1.5
자연관광,경기도 파주시,0.9
체험관광,경기도 파주시,0.3
