업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,176,98,79.6,19080,11995,59.1
레저스포츠,244,165,47.9,19080,11995,59.1
문화관광,2106,1165,80.8,19080,11995,59.1
쇼핑,2020,1300,55.4,19080,11995,59.1
숙박,653,372,75.5,19080,11995,59.1
역사관광,72,56,28.6,19080,11995,59.1
음식,13784,8821,56.3,19080,11995,59.1
자연관광,17,17,0.0,19080,11995,59.1
체험관광,8,1,700.0,19080,11995,59.1
