유형 중분류명,유형 소분류명,중분류 검색건수 비율,소분류 검색건수 비율
음식,간이음식,49.0,10.0
음식,외국식,49.0,8.6
음식,음식점기타,49.0,0.3
음식,전문음식,49.0,18.5
음식,카페/찻집,49.0,29.2
음식,한식,49.0,33.4
쇼핑,시장,16.6,2.8
쇼핑,쇼핑몰,16.6,94.4
쇼핑,기타쇼핑시설,16.6,2.8
기타관광,기타관광,11.1,100.0
기타관광,교통시설,11.1,0.0
문화관광,복합관광시설,10.5,9.3
문화관광,전시시설,10.5,6.6
문화관광,테마공원,10.5,5.5
문화관광,레저스포츠시설,10.5,3.1
문화관광,랜드마크관광,10.5,3.3
문화관광,도시공원,10.5,44.4
문화관광,도시/지역문화관광,10.5,0.1
문화관광,기타문화관광지,10.5,4.4
문화관광,공연시설,10.5,23.2
레저스포츠,육상레저스포츠,6.5,92.2
레저스포츠,수상레저스포츠,6.5,6.1
레저스포츠,기타레저스포츠,6.5,1.7
숙박,모텔,2.7,25.9
숙박,호텔,2.7,25.8
숙박,펜션/민박,2.7,0.1
숙박,콘도미니엄,2.7,0.9
숙박,캠핑,2.7,46.4
숙박,기타숙박,2.7,0.8
자연관광,자연경관(산),1.6,46.6
자연관광,자연경관(하천/해양),1.6,9.0
자연관광,자연공원,1.6,44.4
역사관광,역사유적지,1.5,30.5
역사관광,종교성지,1.5,67.9
역사관광,역사유물,1.5,1.6
체험관광,농/산/어촌체험,0.5,98.5
체험관광,웰니스관광,0.5,1.5
