업종중분류명,검색건수,전년동기 검색건수,전년동기 대비 검색율,총검색건수,전년동기 총검색건수,전년동기 대비 총검색율
기타관광,4058,3108,30.6,36687,25365,44.6
레저스포츠,2398,1965,22.0,36687,25365,44.6
문화관광,3855,2073,86.0,36687,25365,44.6
쇼핑,6076,4716,28.8,36687,25365,44.6
숙박,999,686,45.6,36687,25365,44.6
역사관광,548,444,23.4,36687,25365,44.6
음식,17967,11871,51.4,36687,25365,44.6
자연관광,588,425,38.4,36687,25365,44.6
체험관광,198,77,157.1,36687,25365,44.6
