기준연월,목적지 유형,목적지 검색량
202211,전체,602224
202211,숙박,30016
202211,음식,254954
202211,기타관광,83011
202211,쇼핑,104110
202211,자연관광,6145
202211,문화관광,59446
202211,역사관광,10885
202211,체험관광,2065
202211,레저스포츠,51592
