year,month,업종대분류명,업종중분류명,중분류 소비액(천원)
2025,5,쇼핑업,대형쇼핑몰,1949455.0
2025,5,쇼핑업,레저용품쇼핑,18852.0
2025,5,쇼핑업,기타관광쇼핑,1135595.0
2025,5,숙박업,호텔,13771.0
2025,5,숙박업,캠핑장/펜션,300.0
2025,5,숙박업,기타숙박,59522.0
2025,5,식음료업,일반외식업,386998.0
2025,5,식음료업,제과음료업,74546.0
2025,5,여가서비스업,관광유원시설,3467.0
2025,5,여가서비스업,골프장,54230.0
2025,5,여가서비스업,기타레저,31500.0
2025,5,여가서비스업,문화서비스,1903.0
2025,5,운송업,육상운송,19428.0
2025,5,운송업,렌터카,303.0
2025,5,의료웰니스업,의료관광,36748.0
2025,5,의료웰니스업,뷰티,24046.0
