year,month,업종대분류명,소비액(천원)
2024,5,전체,120433430.0
2024,5,숙박업,729380.0
2024,5,여행업,114442.0
2024,5,운송업,13063821.0
2024,5,쇼핑업,53255521.0
2024,5,여가서비스업,14833944.0
2024,5,의료웰니스업,1518335.0
2024,5,식음료업,36917986.0
