year,month,소비자 연령,비율(남성),비율(여성)
2024,6,80대,0.3,0.3
2024,6,70대,1.8,1.2
2024,6,60대,9.0,4.7
2024,6,50대,16.2,10.1
2024,6,40대,17.5,9.1
2024,6,30대,14.3,7.9
2024,6,20대,4.0,3.4
2024,6,10대,0.1,0.1
