year,month,소비자 연령,비율(남성),비율(여성)
2024,1,80대,0.3,0.3
2024,1,70대,1.9,1.4
2024,1,60대,8.7,4.9
2024,1,50대,15.3,9.9
2024,1,40대,17.1,8.9
2024,1,30대,14.8,8.2
2024,1,20대,4.6,3.6
2024,1,10대,0.1,0.1
