year,month,업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
2024,6,쇼핑업,레저용품쇼핑,44.5,3.6
2024,6,쇼핑업,기타관광쇼핑,44.5,31.9
2024,6,쇼핑업,대형쇼핑몰,44.5,64.5
2024,6,숙박업,호텔,0.7,5.9
2024,6,숙박업,캠핑장/펜션,0.7,7.6
2024,6,숙박업,기타숙박,0.7,86.4
2024,6,식음료업,일반외식업,30.0,81.5
2024,6,식음료업,제과음료업,30.0,18.5
2024,6,여가서비스업,관광유원시설,12.8,3.1
2024,6,여가서비스업,골프장,12.8,80.9
2024,6,여가서비스업,기타레저,12.8,11.5
2024,6,여가서비스업,문화서비스,12.8,4.5
2024,6,여행업,여행업,0.1,100.0
2024,6,운송업,육상운송,10.7,99.9
2024,6,운송업,렌터카,10.7,0.1
2024,6,의료웰니스업,의료관광,1.2,17.5
2024,6,의료웰니스업,뷰티,1.2,82.5
