year,month,업종대분류명,소비액(천원)
2024,7,전체,101105179.0
2024,7,숙박업,691651.0
2024,7,여행업,66522.0
2024,7,운송업,13197534.0
2024,7,쇼핑업,42549098.0
2024,7,여가서비스업,11025578.0
2024,7,의료웰니스업,1295066.0
2024,7,식음료업,32279731.0
