year,month,업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
2025,2,쇼핑업,레저용품쇼핑,47.6,2.7
2025,2,쇼핑업,기타관광쇼핑,47.6,31.0
2025,2,쇼핑업,대형쇼핑몰,47.6,66.3
2025,2,숙박업,호텔,0.7,6.9
2025,2,숙박업,캠핑장/펜션,0.7,3.2
2025,2,숙박업,기타숙박,0.7,89.9
2025,2,식음료업,일반외식업,31.4,82.5
2025,2,식음료업,제과음료업,31.4,17.5
2025,2,여가서비스업,관광유원시설,4.6,6.6
2025,2,여가서비스업,골프장,4.6,58.2
2025,2,여가서비스업,기타레저,4.6,26.5
2025,2,여가서비스업,문화서비스,4.6,8.7
2025,2,여행업,여행업,0.1,100.0
2025,2,운송업,렌터카,14.0,0.0
2025,2,운송업,육상운송,14.0,100.0
2025,2,의료웰니스업,의료관광,1.6,12.0
2025,2,의료웰니스업,뷰티,1.6,88.0
