year,month,업종대분류명,소비액(천원)
2025,9,전체,106304143.0
2025,9,숙박업,510112.0
2025,9,여행업,70393.0
2025,9,운송업,14565735.0
2025,9,쇼핑업,48062180.0
2025,9,여가서비스업,9659136.0
2025,9,의료웰니스업,1496963.0
2025,9,식음료업,31939623.0
