year,month,소비자 연령,비율(남성),비율(여성)
2024,4,80대,0.4,0.3
2024,4,70대,2.0,1.2
2024,4,60대,8.7,5.2
2024,4,50대,15.8,9.9
2024,4,40대,17.9,9.7
2024,4,30대,13.7,8.1
2024,4,20대,3.8,3.2
2024,4,10대,0.1,0.1
