year,month,업종대분류명,업종중분류명,업종대분류 비율(%),업종중분류 비율(%)
2025,4,쇼핑업,레저용품쇼핑,45.6,3.0
2025,4,쇼핑업,기타관광쇼핑,45.6,32.0
2025,4,쇼핑업,대형쇼핑몰,45.6,65.0
2025,4,숙박업,호텔,0.6,9.1
2025,4,숙박업,캠핑장/펜션,0.6,3.8
2025,4,숙박업,기타숙박,0.6,87.0
2025,4,식음료업,일반외식업,29.7,82.7
2025,4,식음료업,제과음료업,29.7,17.3
2025,4,여가서비스업,관광유원시설,10.6,2.8
2025,4,여가서비스업,골프장,10.6,81.0
2025,4,여가서비스업,기타레저,10.6,13.1
2025,4,여가서비스업,문화서비스,10.6,3.2
2025,4,여행업,여행업,0.1,100.0
2025,4,운송업,육상운송,12.0,99.9
2025,4,운송업,렌터카,12.0,0.1
2025,4,의료웰니스업,의료관광,1.4,12.2
2025,4,의료웰니스업,뷰티,1.4,87.8
