year,month,업종대분류명,소비액(천원)
2024,2,전체,94649269.0
2024,2,숙박업,450862.0
2024,2,여행업,112667.0
2024,2,운송업,11090744.0
2024,2,쇼핑업,46664536.0
2024,2,여가서비스업,4312926.0
2024,2,의료웰니스업,1511271.0
2024,2,식음료업,30506263.0
